responsibility,purity,boundary,lifecycle,base_hadron,quark_parent,touchpoints,is_impossible,impossible_reason,visual_3d,emergence_rarity_2025,continente_cor,particula_fundamental,hadron_subtipo,forma_3d_base_variacao,exemplo_real_linguagem_neutro,regra_detecao
Search,Impure,Application,Transient,CircuitBreakerInit,Execution,,False,,icosahedron,55.3%,Execution,Executables,CircuitBreakerInit,icosahedron + broken chain,hystrix.Go(),circuit breaker lib
Search,Impure,Application,Ephemeral,AggregateRoot,Organization,"identity,state",False,,sphere_fade,53.0%,Organization,Aggregates,AggregateRoot,sphere + gold crown,Order with business invariants,raises domain events
Search,Impure,Application,Immutable,RateLimiter,Execution,thread_safe,False,,icosahedron_frozen,58.7%,Execution,Executables,RateLimiter,icosahedron + hourglass,limiter.Allow(),rate limit call
Search,Impure,Infrastructure,Singleton,SelfHealingProbe,Execution,"technical_details,shared_state",False,,icosahedron_crown,5.1%,Execution,Executables,SelfHealingProbe,icosahedron + healing glow,liveness probe that restarts,liveness + restartPolicy
Search,Impure,Infrastructure,Scoped,AsyncFunction,Logic & Flow,technical_details,False,,octahedron,30.1%,Logic & Flow,Functions,AsyncFunction,octahedron + orbit ring,async fetchData(),async/await or Promise
Search,Impure,Infrastructure,Transient,Mapper,Logic & Flow,technical_details,False,,octahedron,44.1%,Logic & Flow,Functions,Mapper,octahedron + arrow chain,toDto(entity),*To*/Map*/Convert
Search,Impure,Infrastructure,Ephemeral,DomainPort,Organization,technical_details,False,,dodecahedron_fade,52.8%,Organization,Modules,DomainPort,dodecahedron + socket,UserRepository interface,interface + domain name
Search,Impure,Infrastructure,Immutable,BoundedContext,Organization,"technical_details,thread_safe",False,,dodecahedron_frozen,37.5%,Organization,Modules,BoundedContext,dodecahedron + thick border,"billing/, identity/",own folder + own models
Search,Impure,Adapter,Singleton,ApplicationPort,Organization,shared_state,False,,dodecahedron_crown,56.7%,Organization,Modules,ApplicationPort,dodecahedron + arrow,UserService interface,used by use cases
Search,Impure,Adapter,Scoped,GlobalVar,Foundations,,False,,cylinder,50.9%,Foundations,Variables,GlobalVar,cylinder + glowing,GLOBAL_CACHE,module-level mutable
Search,Impure,Adapter,Transient,FeatureFlagCheck,Execution,,False,,icosahedron,44.4%,Execution,Executables,FeatureFlagCheck,icosahedron + toggle,"fflag.Enabled(""new-ui"")",feature flag check
Search,Impure,Adapter,Ephemeral,LoggerInit,Execution,,False,,icosahedron_fade,68.1%,Execution,Executables,LoggerInit,icosahedron + log icon,logging.basicConfig,global logger setup
Search,Impure,Adapter,Immutable,CommandHandler,Logic & Flow,"mutation,thread_safe,business_logic,coordination",True,Immutable cannot handle commands,octahedron_black_hole,0.0%,Logic & Flow,Functions,CommandHandler,octahedron + gold ring,handle(CreateUserCommand),name contains Handle + Command
Search,Impure,Interface,Singleton,Generator,Logic & Flow,shared_state,False,,octahedron_crown,51.8%,Logic & Flow,Functions,Generator,octahedron + spiral,function* ids(),yield keyword
Search,Impure,Interface,Scoped,MigrationRunner,Execution,,False,,icosahedron,61.5%,Execution,Executables,MigrationRunner,icosahedron + database + arrow up,flask-migrate upgrade,migration command
Search,Impure,Interface,Transient,ChaosMonkey,Execution,,False,,icosahedron,8.1%,Execution,Executables,ChaosMonkey,icosahedron + monkey face,random failure injection,chaos library
Search,Impure,Interface,Ephemeral,Integer,Data Foundations,,False,,icosahedron_fade,30.8%,Data Foundations,Primitives,Integer,icosahedron + metallic,count: i64,integer type
Search,Impure,Interface,Immutable,APIHandler,Execution,thread_safe,False,,icosahedron_frozen,64.9%,Execution,Executables,APIHandler,icosahedron + globe,"@app.get(""/users"")",route decorator
Search,Impure,Test,Singleton,StaticField,Foundations,shared_state,False,,cylinder_crown,31.7%,Foundations,Variables,StaticField,cylinder + tall,Config.MAX_RETRIES,static/class field
Search,Impure,Test,Scoped,DependencyInjectionContainer,Execution,,False,,icosahedron,45.5%,Execution,Executables,DependencyInjectionContainer,icosahedron + syringe,services.AddSingleton<>,DI container registration
Search,Impure,Test,Transient,ArithmeticExpr,Logic & Flow,,False,,cone,44.9%,Logic & Flow,Expressions,ArithmeticExpr,cone + orange glow,a + b * c,arithmetic ops
Search,Impure,Test,Ephemeral,ReturnStmt,Logic & Flow,,False,,cube_fade,59.9%,Logic & Flow,Statements,ReturnStmt,cube + arrow up,return result,return keyword
Search,Impure,Test,Immutable,Closure,Logic & Flow,thread_safe,False,,octahedron_frozen,44.3%,Logic & Flow,Functions,Closure,octahedron + inner glow,items.map(x => x*2),captures outer scope
Search,Idempotent,Domain,Singleton,EventHandler,Logic & Flow,"shared_state,business_rules",False,,octahedron_crown,32.7%,Logic & Flow,Functions,EventHandler,octahedron + pulse,@Subscribe(UserCreated),@On/@Subscribe decorator
Search,Idempotent,Domain,Scoped,ValueObject,Organization,"validation,business_rules,immutability,equality",False,,sphere,79.8%,Organization,Aggregates,ValueObject,sphere + crystalline,"Email, Money",immutable + equality by value
Search,Idempotent,Domain,Transient,Boolean,Data Foundations,business_rules,False,,icosahedron,56.3%,Data Foundations,Primitives,Boolean,icosahedron + binary glow,is_active: bool,type bool
Search,Idempotent,Domain,Ephemeral,CallExpr,Logic & Flow,business_rules,False,,cone_fade,34.1%,Logic & Flow,Expressions,CallExpr,cone + arrow out,service.save(user),function call
Search,Idempotent,Domain,Immutable,TestFile,Organization,"thread_safe,business_rules",False,,cube_frozen,53.3%,Organization,Files,TestFile,cube + check,user.test.ts,test/jest/spec
Search,Idempotent,Application,Singleton,Actor,Execution,shared_state,False,,icosahedron_crown,60.3%,Execution,Executables,Actor,icosahedron + envelope,"class MyActor(Actor) (Akka, Orleans)",herda de Actor
Search,Idempotent,Application,Scoped,TryCatch,Logic & Flow,,False,,torus,35.3%,Logic & Flow,Control Structures,TryCatch,torus + shield,try { ... } catch,try/except
Search,Idempotent,Application,Transient,MainEntry,Execution,,False,,icosahedron,44.1%,Execution,Executables,MainEntry,icosahedron + crown,"main(), if __name__",entry point
Search,Idempotent,Application,Ephemeral,QueryHandler,Logic & Flow,"optimization,projection,read_access",False,,octahedron_fade,30.2%,Logic & Flow,Functions,QueryHandler,octahedron + blue ring,handle(GetUserQuery),name contains Handle + Query
Search,Idempotent,Application,Immutable,GraphQLResolver,Execution,thread_safe,False,,icosahedron_frozen,55.7%,Execution,Executables,GraphQLResolver,icosahedron + graph,Query: { user },GraphQL field
Search,Idempotent,Infrastructure,Singleton,LocalVar,Foundations,"technical_details,shared_state",False,,cylinder_crown,63.2%,Foundations,Variables,LocalVar,cylinder + short,let total = 0;,local declaration
Search,Idempotent,Infrastructure,Scoped,SourceFile,Organization,technical_details,False,,cube,57.4%,Organization,Files,SourceFile,cube + language icon,user.py,.py/.ts/.java
Search,Idempotent,Infrastructure,Transient,ContainerEntry,Execution,technical_details,False,,icosahedron,69.2%,Execution,Executables,ContainerEntry,icosahedron + docker logo overlay,"CMD [""node"",""app.js""] em Dockerfile",Dockerfile ENTRYPOINT/CMD
Search,Idempotent,Infrastructure,Ephemeral,DTO,Organization,technical_details,False,,sphere_fade,49.1%,Organization,Aggregates,DTO,sphere + flat,CreateUserRequest,"only data, no behavior"
Search,Idempotent,Infrastructure,Immutable,LiteralExpr,Logic & Flow,"technical_details,thread_safe",False,,cone_frozen,37.3%,Logic & Flow,Expressions,LiteralExpr,cone + solid,"42, ""hello""",literal
Search,Idempotent,Adapter,Singleton,ConfigLoader,Execution,shared_state,False,,icosahedron_crown,35.4%,Execution,Executables,ConfigLoader,icosahedron + config gear,viper.ReadInConfig(),config load call
Search,Idempotent,Adapter,Scoped,CronJob,Execution,,False,,icosahedron,58.6%,Execution,Executables,CronJob,icosahedron + clock ring,"schedule: ""0 0 * * *""",cron schedule field
Search,Idempotent,Adapter,Transient,ReadModel,Organization,,False,,sphere,67.7%,Organization,Aggregates,ReadModel,sphere + transparent,UserDashboardView,"only queries, no behavior"
Search,Idempotent,Adapter,Ephemeral,FeatureModule,Organization,,False,,dodecahedron_fade,31.5%,Organization,Modules,FeatureModule,dodecahedron + colored face,auth.module.ts,feature folder
Search,Idempotent,Adapter,Immutable,BackgroundThread,Execution,thread_safe,False,,icosahedron_frozen,38.1%,Execution,Executables,BackgroundThread,icosahedron + thread spiral,threading.Thread(target=...),spawn thread
Search,Idempotent,Interface,Singleton,ImpureFunction,Logic & Flow,shared_state,False,,octahedron_crown,61.6%,Logic & Flow,Functions,ImpureFunction,octahedron + rough,saveToDB(),I/O or mutation
Search,Idempotent,Interface,Scoped,WebSocketHandler,Execution,,False,,icosahedron,65.4%,Execution,Executables,WebSocketHandler,icosahedron + wave,@socket.on('message'),websocket event
Search,Idempotent,Interface,Transient,CacheWarmer,Execution,,False,,icosahedron,42.6%,Execution,Executables,CacheWarmer,icosahedron + fire,preload cache on startup,cache preload loop
Search,Idempotent,Interface,Ephemeral,BitMask,Data Foundations,,False,,tetrahedron_fade,42.4%,Data Foundations,Bits,BitMask,tetrahedron + mask overlay,mode = 0b1010,binary literal
Search,Idempotent,Interface,Immutable,SeedData,Execution,thread_safe,False,,icosahedron_frozen,45.9%,Execution,Executables,SeedData,icosahedron + seed icon,rails db:seed,seed file execution
Search,Idempotent,Test,Singleton,WorkerEntry,Execution,shared_state,False,,icosahedron_crown,62.6%,Execution,Executables,WorkerEntry,icosahedron + gear,consume('queue'),background worker
Search,Idempotent,Test,Scoped,ExpressionStmt,Logic & Flow,,False,,cube,48.9%,Logic & Flow,Statements,ExpressionStmt,cube + neutral,logger.info(...),standalone call
Search,Idempotent,Test,Transient,MetricsExporter,Execution,,False,,icosahedron,31.5%,Execution,Executables,MetricsExporter,icosahedron + graph icon,prometheus_client.start_http_server,metrics library init
Search,Idempotent,Test,Ephemeral,IfBranch,Logic & Flow,,False,,torus_fade,55.9%,Logic & Flow,Control Structures,IfBranch,torus + split,if user.is_admin,if/else
Search,Idempotent,Test,Immutable,LoopFor,Logic & Flow,thread_safe,False,,torus_frozen,41.4%,Logic & Flow,Control Structures,LoopFor,torus + rotating,for item in list,for loop
Search,ExternalIO,Domain,Singleton,InfrastructureAdapter,Organization,"shared_state,business_rules,side_effects",False,,dodecahedron_glowing+crown,64.5%,Organization,Modules,InfrastructureAdapter,dodecahedron + plug,PostgresUserRepository,implements port
Search,ExternalIO,Domain,Scoped,ConfigFile,Organization,"business_rules,side_effects",False,,cube_glowing,31.9%,Organization,Files,ConfigFile,cube + gear,config.yaml,config/extension
Search,ExternalIO,Domain,Transient,Validator,Logic & Flow,"business_rules,side_effects",False,,octahedron_glowing,56.2%,Logic & Flow,Functions,Validator,octahedron + shield,"validate(schema, data)",throws on invalid
Search,ExternalIO,Domain,Ephemeral,QueueWorker,Execution,"business_rules,side_effects",False,,icosahedron_glowing+fade,40.9%,Execution,Executables,QueueWorker,icosahedron + gear + queue arrow,worker.process(job),loop + queue.pop
Search,ExternalIO,Domain,Immutable,Middleware,Logic & Flow,"thread_safe,business_rules,side_effects",False,,octahedron_glowing+frozen,62.0%,Logic & Flow,Functions,Middleware,octahedron + layered,authMiddleware,next()/await next
Search,ExternalIO,Application,Singleton,EnumValue,Data Foundations,"shared_state,side_effects",False,,icosahedron_glowing+crown,47.5%,Data Foundations,Primitives,EnumValue,icosahedron + colored ring,Status::Active,enum variant access
Search,ExternalIO,Application,Scoped,Coroutine,Execution,side_effects,False,,icosahedron_glowing,46.0%,Execution,Executables,Coroutine,icosahedron + wave pattern,async def task(),async def / async function
Search,ExternalIO,Application,Transient,ByteArray,Data Foundations,side_effects,False,,cube_glowing,47.6%,Data Foundations,Bytes,ByteArray,cube + grid texture,buf = bytearray(256),bytearray / Buffer.alloc
Search,ExternalIO,Application,Ephemeral,Assignment,Logic & Flow,side_effects,False,,cube_glowing+fade,68.3%,Logic & Flow,Statements,Assignment,cube + arrow in,x = y,= operator
Search,ExternalIO,Application,Immutable,Entity,Organization,"identity,thread_safe,side_effects,state",False,,sphere_glowing+frozen,81.8%,Organization,Aggregates,Entity,sphere + glowing core,"User, Order",has identity (ID field)
Search,ExternalIO,Infrastructure,Singleton,SwitchCase,Logic & Flow,"technical_details,shared_state,side_effects",False,,torus_glowing+crown,37.5%,Logic & Flow,Control Structures,SwitchCase,torus + multi-ring,match action,switch/match
Search,ExternalIO,Infrastructure,Scoped,Factory,Organization,"coordination,lifecycle,creation,technical_details,side_effects",False,,sphere_glowing,70.8%,Organization,Aggregates,Factory,sphere + spark,UserFactory.create(...),static create method
Search,ExternalIO,Infrastructure,Transient,PureFunction,Logic & Flow,"technical_details,side_effects",False,,octahedron_glowing,44.7%,Logic & Flow,Functions,PureFunction,octahedron + smooth,"add(a,b) => a+b",no side effects detectable
Search,ExternalIO,Infrastructure,Ephemeral,Float,Data Foundations,"technical_details,side_effects",False,,icosahedron_glowing+fade,61.9%,Data Foundations,Primitives,Float,icosahedron + soft glow,price: f64,float type
Search,ExternalIO,Infrastructure,Immutable,StringLiteral,Data Foundations,"technical_details,thread_safe,side_effects",False,,icosahedron_glowing+frozen,40.7%,Data Foundations,Primitives,StringLiteral,icosahedron + text wrap,"""user-123""",string literal
Search,ExternalIO,Adapter,Singleton,MessageConsumer,Execution,"shared_state,side_effects",False,,icosahedron_glowing+crown,33.3%,Execution,Executables,MessageConsumer,icosahedron + rabbit/kafka icon,"@KafkaListener, channel.bind",annotation com Listener
Search,ExternalIO,Adapter,Scoped,GracefulShutdown,Execution,side_effects,False,,icosahedron_glowing,47.0%,Execution,Executables,GracefulShutdown,icosahedron + soft glow fade,server.shutdown() on SIGTERM,signal handler
Search,ExternalIO,Adapter,Transient,Parameter,Foundations,side_effects,False,,cylinder_glowing,47.2%,Foundations,Variables,Parameter,cylinder + arrow tip,fn process(id: UUID),function parameter
Search,ExternalIO,Adapter,Ephemeral,LambdaEntry,Execution,side_effects,False,,icosahedron_glowing+fade,29.9%,Execution,Executables,LambdaEntry,icosahedron + cloud,exports.handler,AWS Lambda pattern
Search,ExternalIO,Adapter,Immutable,LoopWhile,Logic & Flow,"thread_safe,side_effects",False,,torus_glowing+frozen,37.2%,Logic & Flow,Control Structures,LoopWhile,torus + pulsing,while running,while loop
Search,ExternalIO,Interface,Singleton,HealthCheck,Execution,"shared_state,side_effects",False,,icosahedron_glowing+crown,41.8%,Execution,Executables,HealthCheck,icosahedron + heartbeat,GET /healthz,route name contains health
Search,ExternalIO,Interface,Scoped,KubernetesJob,Execution,side_effects,False,,icosahedron_glowing,12.1%,Execution,Executables,KubernetesJob,icosahedron + helm icon,kind: Job em YAML,Kubernetes manifest + spec.job
Search,ExternalIO,Interface,Transient,InstanceField,Foundations,side_effects,False,,cylinder_glowing,43.1%,Foundations,Variables,InstanceField,cylinder + medium,this.balance,this/self field access
